name;stars;pr merged;main language;releases;age in days;minutes w/o update;% closed issues;id
hacker-laws;24766;170;Shell;1;1918;114.58050499999999;35.0;665
nylas-mail;24732;139;JavaScript;53;3115;277.8638385333333;71.0;666
cmder;24730;397;C++;32;3579;199.74717208333334;98.0;667
YouCompleteMe;24728;744;Python;0;4028;259.36383895;100.0;668
handson-ml2;24672;64;Jupyter Notebook;0;1570;201.31383916666667;61.0;669
fabric.js;24666;1878;JavaScript;122;4705;5.830506033333333;95.0;670
vaultwarden;24638;630;Rust;48;1895;16.880506233333332;100.0;671
detectron2;24633;0;Python;10;1330;31.797173100000002;91.0;672
tqdm;24628;271;Python;120;2885;53.81383996666667;62.0;673
serenity;24617;13382;C++;0;1607;87.5971735;82.0;674
commander.js;24609;613;JavaScript;73;4274;170.8638403666667;99.0;675
toBeTopJavaer;24603;52;Java;0;1645;70.0971739;56.0;676
SDWebImage;24568;867;Objective-C;125;4966;394.0471778;98.0;677
fonts;24543;72;Shell;1;3781;158.53051181666666;39.0;678
dokku;24521;2719;Shell;239;3610;244.3138454666667;99.0;679
fastText;24508;12;HTML;4;2476;487.2971790666667;58.0;680
modern-js-cheatsheet;24494;82;;0;2047;592.2138459666666;83.0;681
ngx-admin;24434;339;TypeScript;18;2528;93.79717953333333;77.0;682
python-fire;24431;70;Python;9;2256;108.76384643333334;60.0;683
awesome-deep-learning-papers;24430;39;TeX;0;2519;409.7471799833333;42.0;684
nushell;24393;4522;Rust;72;1448;19.863846866666666;79.0;685
remote-jobs;24383;1096;JavaScript;0;2753;315.29718045000004;91.0;686
EventBus;24325;31;Java;7;3937;374.2471808166667;83.0;687
linkedin-skill-assessments-quizzes;24274;4504;Python;1;1384;29.913847816666664;90.0;688
streamlit;24252;2756;Python;57;1342;105.71384803333333;80.0;689
awesome-electron;24218;260;;0;2926;263.66384825;100.0;690
RSSHub;24216;6410;JavaScript;0;1851;17.7471818;94.0;691
helm;24216;3383;Go;172;2760;59.68051558333333;96.0;692
C-Plus-Plus;24200;556;C++;0;2476;360.4305159;97.0;693
xxl-job;24180;97;Java;32;2707;82.7471828;63.0;694
SmartRefreshLayout;24166;12;Java;11;2155;45.297183016666665;81.0;695
Clone-Wars;24165;106;;0;876;113.78051656666666;93.0;696
engineering-blogs;24116;680;Ruby;0;2875;591.4305167666666;86.0;697
darknet;24111;10;C;0;3303;149.84718371666668;23.0;698
JavaScript30;24102;150;HTML;0;2332;43.14718395;0.0;699
applied-ml;24095;201;;0;1027;152.73051750000002;86.0;700
xgboost;24071;3559;C++;50;3367;781.6471843833333;93.0;701
ShareX;24065;718;C#;76;3488;23.39718463333333;91.0;702
iview;24017;526;Vue;85;2464;2304.1305182166666;80.0;703
angular-styleguide;23996;331;;0;3194;2122.5305184666668;85.0;704
go-zero;23954;1468;Go;87;993;36.38051873333333;81.0;705
lottie-ios;23949;587;Swift;58;2394;136.19718566666668;98.0;706
mmdetection;23944;2183;Python;50;1709;273.9971858833333;91.0;707
iris;23885;312;Go;28;2644;19.313852816666667;91.0;708
jsoncrack.com;23867;60;TypeScript;17;452;2.9305197166666668;77.0;709
30-Days-Of-Python;23844;42;Python;0;1255;97.1971866;32.0;710
fastai;23822;1645;Jupyter Notebook;49;2056;52.88052015;92.0;711
pipenv;23800;1338;Python;68;2288;51.83052036666666;95.0;712
linux-command;23795;269;Markdown;25;2357;3.4138539166666666;64.0;713
swagger-ui;23772;2386;JavaScript;267;4304;347.81385413333334;82.0;714
ItChat;23756;29;Python;13;2655;229.980521;71.0;715
seata;23681;1723;Java;35;1581;458.0971878666667;79.0;716
seata;23681;1723;Java;35;1581;458.09715655;79.0;717
emscripten;23671;9087;C;0;4457;81.0138549;84.0;718
xstate;23641;1338;TypeScript;217;2782;479.23049008333334;92.0;719
xstate;23641;1338;TypeScript;217;2782;479.23052178333336;92.0;720
mongo;23631;123;C++;0;5215;204.06385533333332;0.0;721
mongo;23631;123;C++;0;5215;204.06382361666667;0.0;722
weekly;23622;130;JavaScript;176;2229;109.79715716666666;99.0;723
weekly;23622;130;JavaScript;176;2229;109.79718890000001;99.0;724
Complete-Python-3-Bootcamp;23610;12;Jupyter Notebook;0;1900;119.79715736666667;66.0;725
Complete-Python-3-Bootcamp;23610;12;Jupyter Notebook;0;1900;119.79718915;66.0;726
alpine;23590;516;HTML;113;1246;15.09718935;100.0;727
plyr;23586;382;JavaScript;88;2994;186.06385623333333;60.0;728
devtools;23579;261;TypeScript;84;3132;56.097157583333335;72.0;729
devtools;23579;261;TypeScript;84;3132;56.097189766666666;72.0;730
react-native-elements;23574;1184;TypeScript;84;2422;429.63052335;97.0;731
Signal-Android;23566;238;Java;0;4151;6.547190233333334;97.0;732
CheatSheetSeries;23562;682;Python;0;1588;55.647190450000004;90.0;733
BaseRecyclerViewAdapterHelper;23525;191;Kotlin;196;2573;226.83049111666665;85.0;734
BaseRecyclerViewAdapterHelper;23525;191;Kotlin;196;2573;226.83052403333335;85.0;735
hammer.js;23516;114;JavaScript;0;4073;5.697190916666667;74.0;736
hammer.js;23516;114;JavaScript;0;4073;5.697158;74.0;737
NewPipe;23504;1411;Java;125;2793;24.647191133333333;85.0;738
NewPipe;23504;1411;Java;125;2793;24.6471582;85.0;739
Vundle.vim;23490;86;Vim Script;0;4575;81.0471584;77.0;740
rollup;23359;1638;JavaScript;390;2905;263.4805267666667;86.0;741
Python-programming-exercises;23338;0;;0;3969;22.680526983333333;15.0;742
Hystrix;23332;672;Java;79;3811;345.63052718333336;67.0;743
professional-programming;23331;29;Python;0;2728;51.36386073333333;100.0;744
numpy;23331;9841;Python;98;4609;112.81386093333334;83.0;745
aos;23310;38;JavaScript;0;2849;53.2305278;53.0;746
docsify;23308;548;JavaScript;13;2349;312.11386135;83.0;747
flutter-go;23292;158;Dart;4;1570;488.31386155;0.0;748
RxSwift;23290;754;Swift;71;2942;165.68052843333334;99.0;749
DeepSpeed;23283;1390;Python;47;1190;3.530528633333333;55.0;750
tools;23282;2640;Rust;92;1162;157.03052885;92.0;751
mdb-ui-kit;23247;193;SCSS;27;3174;86.64719578333333;99.0;752
remix;23241;1956;TypeScript;110;913;115.01386266666667;84.0;753
dnSpy;23231;53;C#;1;2857;163.84719619999998;0.0;754
Web;23221;0;;0;2305;64.2971964;75.0;755
gitlabhq;23221;2227;Ruby;0;4225;714.4638632833334;0.0;756
docz;23220;365;TypeScript;127;1867;8.163863483333333;91.0;757
YesPlayMusic;23204;252;Vue;27;930;1.5805303666666668;72.0;758
awesome-swift;23201;1416;Ruby;0;3213;31.413863900000003;99.0;759
pkg;23177;171;JavaScript;41;2453;155.78053076666666;97.0;760
devise;23152;756;Ruby;19;4971;87.74719765;97.0;761
eShopOnContainers;23083;523;C#;11;2395;11.730531183333333;98.0;762
awesome-compose;23069;148;HTML;0;1169;17.84719805;39.0;763
go;23058;48;;0;3543;361.5305316;96.0;764
redash;23055;2680;Python;98;3468;112.34719846666667;77.0;765
CodeHub;23004;13;C#;4;3565;165.26386535;63.0;766
faas;22995;673;Go;163;2317;170.56386555;97.0;767
iTerm2-Color-Schemes;22991;271;Shell;0;4409;228.93053241666667;83.0;768
Mask_RCNN;22990;65;Python;3;2016;270.81386595;31.0;769
streisand;22963;527;Shell;0;3322;614.2471997;81.0;770
pure;22963;337;JavaScript;27;3657;299.13053281666663;99.0;771
taichi;22960;4839;C++;112;2345;88.23053323333333;72.0;772
ramda;22950;1282;JavaScript;27;3597;367.2472001166667;92.0;773
servo;22946;14503;;0;4096;711.1472005333333;71.0;774
discord.js;22946;3965;TypeScript;169;2817;67.83053364999999;98.0;775
spacemacs;22944;1658;Emacs Lisp;158;3783;1843.1305340666665;96.0;776
k3s;22932;2385;Go;530;1792;42.56386761666667;96.0;777
jax;22903;7112;Python;67;1645;60.04720115;73.0;778
awesome-sysadmin;22902;183;;0;3364;502.46386803333337;27.0;779
coder2gwy;22888;2;;0;848;768.5638682333333;18.0;780
ngrok;22862;34;Go;0;3690;263.2472017833333;74.0;781
Wox;22843;288;C#;38;3416;233.88053531666668;71.0;782
hosts;22842;429;Python;529;4032;24.730535533333335;97.0;783
PhotoSwipe;22802;76;JavaScript;17;4403;134.66386906666668;66.0;784
rufus;22795;0;C;75;4177;25.44720261666667;100.0;785
react-redux;22771;492;TypeScript;114;2847;29.28053615;99.0;786
viper;22765;287;Go;22;3312;173.88053635;54.0;787
architecture-components-samples;22745;216;Kotlin;0;2179;25.6138699;79.0;788
vapor;22741;1119;Swift;483;2656;119.88053678333334;94.0;789
pocketbase;22737;36;Go;71;296;90.46387031666667;95.0;790
glances;22699;526;Python;31;4162;40.64720386666667;88.0;791
coc.nvim;22694;683;TypeScript;82;1822;6.0805374;99.0;792
apollo;22668;9705;C++;11;2123;249.41387093333333;88.0;793
HowToLiveLonger;22653;9;;0;376;120.53053783333333;31.0;794
editor.js;22614;732;TypeScript;46;2707;14.313871366666666;65.0;795
lightning;22610;7481;Python;133;1488;13.33053825;90.0;796
eslint;22587;5481;JavaScript;291;3589;6.963871800000001;99.0;797
logrus;22566;399;Go;14;3480;287.69720533333333;99.0;798
sails;22561;538;JavaScript;40;4057;411.7638723;92.0;799
mostly-adequate-guide;22510;270;JavaScript;1;2913;399.33053918333337;74.0;800
guzzle;22499;897;PHP;54;4441;1695.8138727166665;99.0;801
algorithms;22491;429;Python;1;2352;25.24720626666667;64.0;802
90DaysOfDevOps;22479;270;Shell;2;487;10.397206466666667;94.0;803
ember.js;22460;7964;JavaScript;483;4355;2876.9305400166663;94.0;804
NativeScript;22460;3058;TypeScript;137;2979;225.46387356666668;86.0;805
octotree;22440;249;JavaScript;0;3275;176.99720711666666;95.0;806
redux-saga;22438;670;JavaScript;70;2706;977.6472073333333;99.0;807
stanford_alpaca;22424;6;Python;0;48;42.34720755;38.0;808
croc;22393;153;Go;139;2018;303.8805410833333;74.0;809
cascadia-code;22387;71;Python;17;1387;211.81387463333334;80.0;810
hub;22385;400;Go;60;4891;368.1305415166667;88.0;811
react-navigation;22378;1042;TypeScript;1000;2282;552.5305417166667;93.0;812
draft-js;22376;216;JavaScript;26;2624;24.330541916666668;55.0;813
blog;22369;1;;0;3289;41.33054213333333;33.0;814
Awesome;22343;206;;0;2523;92.23054233333333;64.0;815
idiomatic.js;22341;114;;0;4355;367.8805425333333;59.0;816
react-three-fiber;22340;489;TypeScript;58;1522;352.74720940000003;95.0;817
spleeter;22321;49;Python;2;1309;94.83054295000001;76.0;818
awesome-vscode;22320;242;JavaScript;0;2636;331.11387648333334;56.0;819
docker_practice;22301;252;Go;15;3156;26.463876683333336;99.0;820
tachiyomi;22283;1730;Kotlin;72;2759;56.8138769;94.0;821
GitHubDaily;22273;2;;0;1579;11.063877100000001;55.0;822
core-js;22263;223;JavaScript;223;3571;41.063877299999994;97.0;823
v2ray-core;22252;668;Go;66;1473;19.680544166666667;93.0;824
awesome-piracy;22248;182;HTML;0;1661;24.930544366666666;46.0;825
copilot-docs;22245;9;;0;551;62.897211250000005;0.0;826
sweetalert;22233;84;TypeScript;13;3131;235.63054478333333;77.0;827
mpv;22180;1525;C;82;3848;56.030544983333336;89.0;828
react-redux-links;22178;62;;0;2652;288.84721185;58.0;829
localForage;22165;268;JavaScript;26;3465;161.5805454;71.0;830
server;22149;18117;PHP;115;2520;5.747212266666667;87.0;831
netron;22146;1;JavaScript;2;4505;105.7805458;98.0;832
ML-From-Scratch;22113;9;Python;0;2272;254.54721266666667;53.0;833
openzeppelin-contracts;22109;1696;JavaScript;73;2460;92.71387955;91.0;834
wepy;22102;465;JavaScript;8;2355;410.94721308333334;84.0;835
flv.js;22082;20;JavaScript;15;2541;423.83054661666665;43.0;836
gson;22070;462;Java;6;2961;368.08054683333336;81.0;837
ipfs;22044;127;;0;3362;78.34721370000001;98.0;838
logseq;22025;2349;Clojure;122;1069;60.28054723333333;77.0;839
react-admin;22011;3940;TypeScript;286;2479;164.44721411666666;98.0;840
Telegram;21997;20;Java;80;3471;326.44721431666665;0.0;841
mocha;21986;1172;JavaScript;76;4434;9.180547866666666;91.0;842
chosen;21981;310;HTML;34;4392;367.9138814;90.0;843
intro.js;21974;392;HTML;34;3700;289.3472149333333;95.0;844
flow;21972;160;OCaml;292;3103;1065.54721515;75.0;845
polymer;21935;1071;HTML;115;3899;1552.9805486833332;99.0;846
leetcode;21920;856;Java;19;1684;1.2805488999999999;100.0;847
envoy;21916;14701;C++;123;2453;29.297215766666667;85.0;848
SwiftyJSON;21903;218;Swift;21;3235;396.1472159833333;84.0;849
github1s;21899;267;TypeScript;36;1411;456.21388285;72.0;850
annotated_deep_learning_paper_implementations;21891;75;Jupyter Notebook;0;975;21.680549733333333;83.0;851
algo;21887;321;Python;0;1676;364.74721665;18.0;852
autocomplete;21884;1233;TypeScript;1000;940;14.047216866666668;75.0;853
stb;21881;278;C;0;3259;242.5805504;88.0;854
jellyfin;21879;3294;C#;63;1600;53.247217283333335;84.0;855
react-starter-kit;21867;537;TypeScript;5;3298;443.93055081666665;100.0;856
go-patterns;21865;10;Go;0;2691;49.08055101666666;46.0;857
chinese-independent-developer;21855;151;;0;2044;25.647217899999998;97.0;858
homebridge;21841;299;TypeScript;33;3069;2.9805514333333334;99.0;859
fairseq;21832;191;Python;16;2067;139.1305516333333;77.0;860
RedisDesktopManager;21826;424;C++;87;3552;94.56388518333333;99.0;861
OpenBBTerminal;21806;2678;Python;23;858;94.01388538333335;90.0;862
windows95;21773;20;TypeScript;14;1708;416.78055225;46.0;863
DeepSpeech;21768;1338;C++;105;2520;11.463885800000002;95.0;864
python-telegram-bot;21760;1132;Python;103;2851;1.813886;99.0;865
zig;21751;5677;Zig;14;2821;11.3138862;74.0;866
iosched;21734;66;Kotlin;2;3313;693.2138864166667;77.0;867
setup-ipsec-vpn;21724;35;Shell;0;2667;306.59721995;100.0;868
MonitorControl;21720;185;Swift;23;2049;18.813886816666663;93.0;869
skywalking;21713;4079;Java;55;2728;4.597220366666666;99.0;870
ChatGLM-6B;21687;38;Python;0;45;9.9305539;72.0;871
react-bootstrap;21676;2579;TypeScript;51;3408;346.23055411666667;96.0;872
tdesktop;21664;1217;C++;623;3282;99.13055431666666;94.0;873
backstage;21657;10932;TypeScript;233;1189;39.480554516666665;91.0;874
howler.js;21606;127;JavaScript;24;3741;285.29722138333335;78.0;875
elixir;21577;6310;Elixir;128;4491;371.2138882666667;100.0;876
NLP-progress;21575;468;Python;3;1770;354.9805551333333;65.0;877
mediapipe;21575;55;C++;43;1414;65.24722200000001;90.0;878
penpot;21572;1741;Clojure;31;2676;61.497222216666664;76.0;879
openssl;21560;115;C;6;3754;35.41388908333333;78.0;880
notable;21549;25;;20;1587;265.5638892833333;57.0;881
zod;21547;334;TypeScript;74;1146;51.83055615;87.0;882
dragula;21525;57;JavaScript;0;2936;287.0305563666667;79.0;883
exa;21507;225;Rust;12;3262;23.9138899;70.0;884
scrollreveal;21476;32;JavaScript;0;3388;172.33055676666666;95.0;885
docker-cheat-sheet;21475;134;;0;3187;1440.9472236333334;81.0;886
vuepress;21473;777;JavaScript;21;1848;156.81389051666665;74.0;887
helix;21471;2380;Rust;22;1060;42.413890716666664;71.0;888
firecracker;21467;1903;Rust;63;2016;17.863890916666666;91.0;889
freqtrade;21466;4167;Python;70;2171;10.997224450000001;99.0;890
pumpkin-book;21457;46;;7;1587;149.44722465;77.0;891
micro;21456;579;Go;33;2603;84.73055819999999;65.0;892
react-motion;21440;144;JavaScript;4;2877;207.0305584;63.0;893
highlight.js;21429;1336;JavaScript;35;4499;34.19722526666667;96.0;894
srs;21423;328;C++;42;2920;18.563892133333333;85.0;895
libgdx;21413;2505;Java;9;3912;367.530559;94.0;896
fish-shell;21413;1612;C++;39;4004;120.98055921666668;93.0;897
passport;21406;51;JavaScript;0;4219;711.4472260833334;56.0;898
celery;21403;1996;Python;38;5116;82.51389296666666;89.0;899
wttr.in;21390;256;Python;0;2679;728.2138931666667;57.0;900
Hero;21369;117;Swift;38;2345;487.2638933833333;94.0;901
directus;21367;5386;TypeScript;260;3788;20.497226916666666;97.0;902
awesome-actions;21355;439;;0;1653;221.39722711666667;64.0;903
bitcoinbook;21353;436;AsciiDoc;3;3546;119.413894;81.0;904
libuv;21349;796;C;5;3435;41.8638942;93.0;905
table;21335;680;TypeScript;195;2380;291.86389440000005;96.0;906
javascript-testing-best-practices;21312;146;JavaScript;0;1393;514.3472279499999;24.0;907
api-guidelines;21280;162;;0;2480;367.36389481666663;53.0;908
vant;21244;4527;TypeScript;224;2199;63.34722835;99.0;909
DesignPatternsPHP;21222;279;PHP;0;4266;1942.1472285666666;99.0;910
pug;21217;501;JavaScript;22;4691;641.0972287666666;89.0;911
TDengine;21217;15780;C;94;1386;264.14722896666666;76.0;912
electron-react-boilerplate;21213;794;TypeScript;58;2901;172.89722918333334;97.0;913
validator.js;21213;702;JavaScript;10;4586;345.61389605;86.0;914
Kingfisher;21207;575;Swift;173;2943;88.78056291666667;93.0;915
locust;21205;634;Python;92;4452;17.98056313333333;99.0;916
WaveFunctionCollapse;21201;18;C#;1;2400;16.113896666666665;96.0;917
faiss;21201;134;C++;15;2270;17.930563533333334;85.0;918
homemade-machine-learning;21201;2;Jupyter Notebook;0;1638;222.48056375;56.0;919
aseprite;21190;173;C++;87;3173;19.197230616666666;59.0;920
termux-app;21186;136;Java;89;2743;50.0138975;87.0;921
awesome-datascience;21166;317;;5;3218;151.56389771666667;100.0;922
ChatGPT-Next-Web;21162;135;TypeScript;22;48;5.14723125;95.0;923
vegeta;21151;132;Go;63;3544;39.547231466666666;78.0;924
flink;21144;7541;Java;0;3246;40.19723166666667;0.0;925
gfwlist;21127;0;;0;2967;18.813898533333333;82.0;926
v8;21120;0;C++;0;3137;65.49723208333333;0.0;927
tornado;21087;890;Python;0;4978;110.34723228333334;89.0;928
v2rayNG;21085;126;Kotlin;152;1443;55.91389915;87.0;929
Rectangle;21051;196;Swift;72;1406;185.66389935;86.0;930
redisson;21050;325;Java;121;3393;329.7638995666667;93.0;931
turbo;21037;2451;Rust;216;569;95.6472331;69.0;932
dapr;21015;2684;Go;160;1408;108.31389996666667;88.0;933
CyberChef;20996;387;JavaScript;426;2341;39.56390016666667;67.0;934
normalizr;20983;98;JavaScript;26;3172;3234.3139003666665;0.0;935
dracula-theme;20983;84;;24;3469;245.43056725;97.0;936
autoprefixer;20963;274;JavaScript;193;3696;110.63056745;97.0;937
lens;20961;3807;TypeScript;283;1627;290.74723431666666;73.0;938
stablediffusion;20956;18;Python;0;155;24.0639012;28.0;939
masscan;20950;82;C;11;3560;568.2305680666667;33.0;940
rancher;20944;8099;Go;956;3093;187.19723493333333;93.0;941
refined-github;20937;2610;TypeScript;108;2628;9.730568666666667;96.0;942
trilium;20937;185;JavaScript;262;2165;44.930568466666664;73.0;943
hosts;20933;50;;0;2091;443.2972355333333;84.0;944
Sentinel;20891;462;Java;23;1849;363.99723573333335;74.0;945
games;20870;192;;0;4130;10.64723595;33.0;946
The-Art-Of-Programming-By-July-2nd;20820;254;C;0;3421;492.24723615000005;64.0;947
tips;20796;138;JavaScript;0;2843;167.56390301666667;50.0;948
wiki;20791;353;Vue;113;2445;120.04723655;98.0;949
flameshot;20787;785;C++;25;2178;259.4805700833333;81.0;950
the-swift-programming-language-in-chinese;20769;714;CSS;1;3250;51.71390361666667;97.0;951
IntelliJ-IDEA-Tutorial;20766;40;;0;2810;85.66390383333334;99.0;952
API-Security-Checklist;20762;114;;0;2119;55.4805707;72.0;953
gentelella;20746;164;HTML;7;2904;1534.5139042333333;94.0;954
awesome-deep-learning;20745;165;;0;3037;331.0472377666667;78.0;955
bazel;20730;502;Java;208;3241;3.7139046333333336;83.0;956
lux;20709;261;Go;79;1888;17.6805715;54.0;957
vnpy;20709;999;Python;56;2978;84.31390503333334;100.0;958
modern-cpp-tutorial;20705;105;C++;3;2442;54.247238583333335;96.0;959
react-native-web;20701;64;JavaScript;21;2879;279.69723898333336;97.0;960
jenkins;20701;5985;Java;256;4539;7.780572116666666;0.0;961
WeChatExtension-ForMac;20682;45;Objective-C;48;1463;221.93057251666667;51.0;962
security-guide-for-developers;20679;26;;0;2514;55.46390605;33.0;963
ExoPlayer;20668;548;Java;25;3240;463.3805729333333;93.0;964
awesome-falsehood;20633;91;;0;2422;29.280573133333334;96.0;965
en.javascript.info;20627;1898;HTML;0;2154;102.46390666666666;86.0;966
es6tutorial;20625;368;JavaScript;0;3294;451.2972402166667;100.0;967
nanoid;20610;166;JavaScript;1;2091;255.76390708333332;98.0;968
ink;20606;187;TypeScript;46;2145;17.38057395;89.0;969
js-cookie;20603;72;JavaScript;36;2961;191.38057415;100.0;970
SummaryOfLoanSuspension;20596;279;HTML;0;289;400.13057434999996;0.0;971
k9s;20572;351;Go;194;1553;101.19724123333334;73.0;972
generator-jhipster;20517;13127;TypeScript;25;3475;27.697241433333332;96.0;973
forem;20503;11997;Ruby;0;2356;368.5805749666667;89.0;974
kratos;20495;1232;Go;58;1568;365.49724183333336;90.0;975
ChromeAppHeroes;20491;7;JavaScript;0;1540;257.86390869999997;67.0;976
RevokeMsgPatcher;20473;6;C#;16;1376;128.08057556666665;91.0;977
Rocket;20461;14;Rust;54;2596;22.34724245;97.0;978
Aerial;20454;220;Swift;191;2740;745.2305759833333;93.0;979
delve;20451;1443;Go;24;3264;188.7305761833333;93.0;980
30-Days-Of-React;20444;10;JavaScript;0;940;183.46390973333334;26.0;981
winston;20435;497;JavaScript;17;4502;89.41390993333333;70.0;982
postgrest;20428;905;Haskell;56;3240;174.11391013333332;88.0;983
mpvue;20421;64;JavaScript;19;1877;409.06391033333335;75.0;984
PicGo;20408;15;TypeScript;47;1962;124.54724408333333;97.0;985
jumpserver;20408;4704;Python;170;3219;72.34724388333333;97.0;986
mxnet;20389;8838;C++;34;2919;848.2305776166667;81.0;987
go-micro;20379;1354;Go;321;3026;405.0972445;93.0;988
Babylon.js;20377;10348;TypeScript;245;3591;37.697244700000006;96.0;989
chatgpt-web;20349;139;Vue;42;77;0.8305783000000001;70.0;990
tippyjs;10902;155;JavaScript;89;2217;223.64719134999999;94.0;991
snabbdom;10899;459;TypeScript;11;2910;454.58052488333334;82.0;992
proton-native;10898;67;TypeScript;0;1983;262.56385843333334;84.0;993
rust-raspberrypi-OS-tutorials;10896;51;Rust;0;1853;154.9971919666667;97.0;994
ndb;10866;133;JavaScript;0;1742;276.11385885;68.0;995
mycli;10848;426;Python;0;2944;201.28052573333335;71.0;996
document-style-guide;10839;17;;0;2388;78.3471926;100.0;997
v2ray-rules-dat;10814;14;;1000;1234;184.0471928;99.0;998
hacker-roadmap;10806;22;;0;1851;44.597193016666665;89.0;999
laravel-admin;10800;817;PHP;70;2675;1648.7471932166666;96.0;1000
